Elegido;1251;3;4;5;6;7;
256;FB207;NO EXIST.;NO EXIST.;NO EXIST.;2016-08-05 00:00:00;0;
257;FB-208;NO EXIST.;NO EXIST.;NO EXIST.;2013-12-09 00:00:00;A;
258;FB209;NO EXIST.;NO EXIST.;NO EXIST.;2012-12-04 00:00:00;0;
259;FB-211;NO EXIST.;NO EXIST.;NO EXIST.;2013-03-22 00:00:00;A;
260;FC-204;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
261;FC-206;NO EXIST.;NO EXIST.;NO EXIST.;2014-09-12 00:00:00;0;
262;FC-207;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
263;FC-208;NO EXIST.;NO EXIST.;NO EXIST.;2011-11-14 00:00:00;A;
264;BPB-047-FC-209 - MID;NO EXIST.;NO EXIST.;NO EXIST.;STANDARD MID;N/A;
265;BPB-047-FC210-JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-03-12 00:00:00;0;
266;FC211-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-02 00:00:00;0;
267;FC212;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
268;FD-204-XH;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
269;FD205;NO EXIST.;NO EXIST.;NO EXIST.;2015-01-16 00:00:00;A;
270;B&P-047-FD-205 - LDK;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
271;FD206;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
272;FD-208;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
273;FD211-50;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-05 00:00:00;0;
274;FDECL209-35;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
275;FDECL211-50;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
276;FDECL211-55;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
277;FFH-5209HX;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
278;FHR-207-SEAL;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
279;FHRL-205-KRR2;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
280;FHT-207-35FZ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
281;FT203;NO EXIST.;NO EXIST.;NO EXIST.;2012-06-21 00:00:00;0;
282;FT205-H;NO EXIST.;NO EXIST.;NO EXIST.;2018-06-22 00:00:00;B;
283;FT205-KRRB2;Radial ;13;38;……………….;…..;
284;B&P-047-FT-206 - SCB;NO EXIST.;NO EXIST.;NO EXIST.;2014-10-30 00:00:00;A;
285;FT-207;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
286;FT208;NO EXIST.;NO EXIST.;NO EXIST.;2013-12-09 00:00:00;C;
287;FT208-M;NO EXIST.;NO EXIST.;NO EXIST.;…………….;…..;
288;FT209;NO EXIST.;NO EXIST.;NO EXIST.;2010-04-06 00:00:00;0;
289;G20-PB;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
290;G-20-PB;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
291;G-22-PB;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
292;G-22-PW;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
293;BPB-034-GE20-12UK2RS - CZBR;NO EXIST.;NO EXIST.;NO EXIST.;STANDARD CZBR;N/A;
294;GE-20-FW;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
295;GE-25-FW;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
296;GE-30-ES-2RS;NO EXIST.;NO EXIST.;NO EXIST.;2008-04-08 00:00:00;0;
297;GE-40-ES-2RS;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-04 00:00:00;0;
298;GE-45;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
299;BPB-034-GE-50-ES-2RS - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
300;GE-60-ES-2RS;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-04 00:00:00;0;
301;GEG20-ES-2RS;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-09 00:00:00;B;
302;B&P-034-GEG20ES-2RS-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2022-09-09 00:00:00;B;
303;GEZ100ES-2RS;NO EXIST.;NO EXIST.;NO EXIST.;2014-08-21 00:00:00;A;
304;GEZ-108ES-2RS;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
305;GR212-DBSQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
306;GR212-SQZ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
307;GU-215;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
308;GU2565;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
309;BPB-055-GU-2565 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-10 00:00:00;0;
310;BPB-055-GU-353040 - XINXIN;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-10 00:00:00;0;
311;H-207;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
312;H-208;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
313;H209;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
314;H-210;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
315;H-212;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
316;H-213;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
317;H-215;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
318;H-218;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
319;H-2306;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
320;H-2307;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
321;B&P-051-H-2308-HLBR;NO EXIST.;NO EXIST.;NO EXIST.;2021-06-22 00:00:00;0;
322;H-2309;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
323;H-2309;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
324;H-2311;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
325;H-2312;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
326;H-2313;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
327;H-2314;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
328;H-2315;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
329;H-2316;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
330;H-2317;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
331;H-2318;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
332;H-305;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
333;H-306;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
334;H-307;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
335;H-308;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
336;H-309;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
337;H-310;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
338;H-311;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
339;H-312;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
340;H-314;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
341;H-316;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
342;H-318;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
343;HA204;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
344;HA-205;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
345;HA-206;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
346;HA207;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
347;HA-208;NO EXIST.;NO EXIST.;NO EXIST.;2015-01-16 00:00:00;A;
348;HA-209;NO EXIST.;NO EXIST.;NO EXIST.;2017-12-13 00:00:00;A;
349;HA-210;NO EXIST.;NO EXIST.;NO EXIST.;2009-05-18 00:00:00;0;
350;HA-212;NO EXIST.;NO EXIST.;NO EXIST.;2017-12-13 00:00:00;A;
351;HA-215;NO EXIST.;NO EXIST.;NO EXIST.;2017-02-23 00:00:00;0;
352;HCFS211-32;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
353;HK-2526;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
354;B&P-048-J91-B - CMI;Axial;200;150;2022-05-16 00:00:00;F;
355;J91-B-SEAL;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
356;B&P-048-J91-C - CMI;Axial;250;150;2022-05-17 00:00:00;C;
357;J91-R;Axial;NO EXIST.;NO EXIST.;……………….;…..;
358;KM-08;NO EXIST.;NO EXIST.;NO EXIST.;2017-07-26 00:00:00;0;
359;KY2813;NO EXIST.;NO EXIST.;NO EXIST.;2015-10-16 00:00:00;0;
360;KY3020ABS;NO EXIST.;NO EXIST.;NO EXIST.;2015-10-16 00:00:00;0;
361;KY3031ABS;NO EXIST.;NO EXIST.;NO EXIST.;2015-10-16 00:00:00;0;
362;KY3057;NO EXIST.;NO EXIST.;NO EXIST.;2015-10-16 00:00:00;0;
363;KY3057;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
364;KY3116ABS;NO EXIST.;NO EXIST.;NO EXIST.;2015-11-16 00:00:00;0;
365;LF-203;NO EXIST.;NO EXIST.;NO EXIST.;2016-03-23 00:00:00;A;
366;LF-204;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
367;LF-205;NO EXIST.;NO EXIST.;NO EXIST.;2013-12-09 00:00:00;A;
368;LF-206;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
369;LOC205-14;NO EXIST.;NO EXIST.;NO EXIST.;2015-01-05 00:00:00;0;
370;LOC205-16;NO EXIST.;NO EXIST.;NO EXIST.;2015-01-05 00:00:00;0;
371;B&P-010-LOC205-25-ZJXY;NO EXIST.;NO EXIST.;NO EXIST.;2015-01-05 00:00:00;0;
372;LOC206-18;NO EXIST.;NO EXIST.;NO EXIST.;2016-10-07 00:00:00;0;
373;LOC206-19;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
374;LOC206-20;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
375;LOC206-30;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
376;LOC207-22;NO EXIST.;NO EXIST.;NO EXIST.;2015-01-05 00:00:00;0;
377;LOC207-23;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
378;LOC207-35;NO EXIST.;NO EXIST.;NO EXIST.;2016-11-15 00:00:00;A;
379;LOC208-40;NO EXIST.;NO EXIST.;NO EXIST.;2016-11-15 00:00:00;A;
380;LOC209-27;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
381;LOC209-45;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-23 00:00:00;0;
382;B&P-010-LOC210-50 - CZWJ;NO EXIST.;NO EXIST.;NO EXIST.;2017-11-06 00:00:00;0;
383;LOC211-35;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
384;LOC212-60;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
385;LS06-2RST-08;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
386;MB-08;NO EXIST.;NO EXIST.;NO EXIST.;2018-01-11 00:00:00;0;
387;MS03-2RST-08;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
388;MS04-2RST-08;NO EXIST.;NO EXIST.;NO EXIST.;2010-01-07 00:00:00;0;
389;MS05-2RST-08;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
390;MS05-2RST-08;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
391;MS06-2RST-08;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
392;MS07-2RLD-08;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
393;NFS-30;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
394;NJ-208;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
395;NJ2209ECP-C3;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
396;NK-2216;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
397;NK-2416;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
398;NK-4230;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
399;NTA-V30-PPX;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-13 00:00:00;0;
400;BPB-002-NTB1613-A2;NO EXIST.;NO EXIST.;NO EXIST.;2018-10-04 00:00:00;0;
401;NTR2050-BJL;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
402;NTR2050-BJR;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
403;NTR2050-BRG;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
404;NTR2050-WHR;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
405;NUP-203-EM;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
406;OIL-376590-A;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
407;OL-100-1H;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
408;OL-100-2;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
409;OL-100-3;NO EXIST.;NO EXIST.;NO EXIST.;2017-05-16 00:00:00;0;
410;OL-40-1;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
411;OL-410;NO EXIST.;NO EXIST.;NO EXIST.;2017-04-13 00:00:00;0;
412;BPB-033-OL-415-H- CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2024-07-16 00:00:00;A;
413;B&P-033-OL-50-1 - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
414;OL-50-H1;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
415;OL-60-1;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
416;BPB-033-OL-60-1H - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-06-02 00:00:00;0;
417;BPB-033-OL-80-1-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
418;BPB-033-OL-80-1-H - CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-02 00:00:00;0;
419;BPB-OL-80-2-CHOHO;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-03 00:00:00;0;
420;P-204;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
421;P-204-PBT;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
422;P205-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
423;P-205-PBT;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
424;P206-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-02-21 00:00:00;0;
425;P-206-PBT;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
426;P207-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-02 00:00:00;0;
427;P-207-PBT;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
428;P208-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-07 00:00:00;0;
429;P-208-PBT;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
430;P210-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
431;P211-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
432;P212-L;NO EXIST.;NO EXIST.;NO EXIST.;2017-03-06 00:00:00;0;
433;P214;NO EXIST.;NO EXIST.;NO EXIST.;2008-12-15 00:00:00;A;
434;PA205;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
435;PA-207;NO EXIST.;NO EXIST.;NO EXIST.;2011-08-15 00:00:00;0;
436;PA209;NO EXIST.;NO EXIST.;NO EXIST.;2010-09-01 00:00:00;0;
437;B&P-047-PE-204-LD;NO EXIST.;NO EXIST.;NO EXIST.;2022-01-05 00:00:00;0;
438;PE-205;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
439;PE-206;NO EXIST.;NO EXIST.;NO EXIST.;2010-02-12 00:00:00;0;
440;BPB-047-PE-207 - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-03-12 00:00:00;0;
441;PE-208;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
442;PE-208-M;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
443;BPB-047-P-209-L - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2020-03-12 00:00:00;0;
444;BPB-047-PE-210 - JSJZ;NO EXIST.;NO EXIST.;NO EXIST.;2018-02-01 00:00:00;0;
445;PE-210;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
446;PE-211;NO EXIST.;NO EXIST.;NO EXIST.;2014-10-30 00:00:00;A;
447;PE-211-M;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
448;PE-212;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
449;PE-213;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
450;PE-214;NO EXIST.;NO EXIST.;NO EXIST.;2015-12-15 00:00:00;0;
451;PE-218;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
452;PF-3;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
453;PF-4-Z;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-27 00:00:00;B;
454;B&P-045-PF-5-Z - CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-19 00:00:00;E;
455;BPB-045-PF-5-ZM;NO EXIST.;NO EXIST.;NO EXIST.;2022-05-19 00:00:00;E;
456;PF-6-Z;NO EXIST.;NO EXIST.;NO EXIST.;2014-08-08 00:00:00;A;
457;PF-6-ZM;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
458;B&P-045-PF-7-Z - CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2023-10-09 00:00:00;H;
459;PF-7-ZM;NO EXIST.;NO EXIST.;NO EXIST.;2022-01-17 00:00:00;G;
460;PFF-10;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-27 00:00:00;0;
461;PFF-11-Z;NO EXIST.;NO EXIST.;NO EXIST.;2017-07-26 00:00:00;A;
462;PFF-6-Z;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
463;PFF-8-Z;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
464;PFF-9-Z;NO EXIST.;NO EXIST.;NO EXIST.;2017-06-28 00:00:00;D;
465;PFL-204-KRR6;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
466;B&P-045-PFL-4-Z - CZCY;NO EXIST.;NO EXIST.;NO EXIST.;2015-01-05 00:00:00;B;
467;BPB-045-PFL-5-Z - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;D;
468;PFL-6-Z;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-22 00:00:00;B;
469;PFS-6-Z;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
470;BPB-045-PFT-5-ZM - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;C;
471;B&P-045-PFT-6-Z - JDCZ;NO EXIST.;NO EXIST.;NO EXIST.;2017-09-06 00:00:00;C;
472;PFT-7-Z;NO EXIST.;NO EXIST.;NO EXIST.;2017-07-26 00:00:00;A;
473;PFX-7Z;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
474;BPB-034-PHS-10-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2019-08-01 00:00:00;0;
475;PHS-10-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
476;BPB-034-PHS-12-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-20 00:00:00;0;
477;BPB-034-PHS-12-IZQ. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-20 00:00:00;0;
478;B&P-034-PHS-14-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2024-03-20 00:00:00;A;
479;PHS-14-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
480;B&P-034-PHS-16-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2024-03-20 00:00:00;A;
481;PHS-16-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
482;B&P-034-PHS-18-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2024-03-20 00:00:00;C;
483;PHS-18-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
484;BPB-034-PHS-20-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-20 00:00:00;0;
485;BPB-034-PHS-20-IZQ. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-20 00:00:00;0;
486;PHS-22-DER;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
487;PHS-22-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
488;B&P-034-PHS-25-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2024-03-20 00:00:00;B;
489;PHS-25-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
490;B&P-034-PHS-5-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2024-03-20 00:00:00;A;
491;PHS-5-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
492;PHS-6-DER;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-04 00:00:00;0;
493;BPB-034-PHS-6-IZQ.  - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-20 00:00:00;0;
494;BPB-034-PHS-8-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-20 00:00:00;0;
495;PHS-8-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
496;PHSB-6-DER;NO EXIST.;NO EXIST.;NO EXIST.;2016-05-06 00:00:00;0;
497;BPB-034-PHSB-8-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2016-07-20 00:00:00;0;
498;PIÑON-01511-113;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
499;PIÑON1-01511-122;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
500;PIÑON2-01511-122;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
501;BPB-034-POS-10-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
502;BPB-034-POS-10-IZQ. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
503;BPB-034-POS-12-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
504;B&P-034-POS-12-IZQ. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
505;BPB-034-POS-14-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
506;BPB-034-POS-14-IZQ. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
507;BPB-034-POS-16-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
508;BPB-034-POS-16-IZQ. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
509;B&P-034-POS-18-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2022-08-10 00:00:00;0;
510;POS-18-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
511;B&P-034-POS-20-DER-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2024-03-20 00:00:00;A;
512;B&P-034-POS-20-IZQ-KGB;NO EXIST.;NO EXIST.;NO EXIST.;2024-03-20 00:00:00;A;
513;BPB-034-POS-22-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2017-08-17 00:00:00;0;
514;POS-22-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
515;BPB-034-POS-25-DER. - KGB;NO EXIST.;NO EXIST.;NO EXIST.;2019-08-01 00:00:00;0;
516;POS-25-IZQ;NO EXIST.;NO EXIST.;NO EXIST.;……………….;…..;
